vid_path,id_label,gloss,label
videos/11/11.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
videos/30/5.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\102\44.MOV,102,WINE,WINE
videos/19/16.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
videos/43/15.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
videos/47/6.mp4,47,DOG DIE,MY DOG DIED.
clips\53\32.MOV,53,MOTHER,MOTHER
videos/25/21.mp4,25,HARD,THIS IS HARD.
clips\4\29.MOV,4,YOU HOW,HOW ARE YOU
videos/32/17.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\4\36.MOV,4,YOU HOW,HOW ARE YOU
clips\19\0.MOV,19,FAST,FAST
clips\39\8.MOV,39,OCTOBER,OCTOBER
clips\76\24.MOV,76,BLACK,BLACK
clips\101\24.MOV,101,BEER,BEER
clips\42\19.MOV,42,MONDAY,MONDAY
clips\94\25.MOV,94,CRAB,CRAB
videos/2/16.mp4,2,YOU SICK,YOU ARE SICK.
clips\96\3.MOV,96,COLD,COLD
videos/28/19.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\79\12.MOV,79,ORANGE,ORANGE
clips\84\7.MOV,84,DARK,DARK
clips\46\47.MOV,46,FRIDAY,FRIDAY
clips\36\48.MOV,36,JULY,JULY
videos/50/10.mp4,50,FAIL EXAM,I FAILED THE EXAM.
clips\6\25.MOV,6,NICE MEET,NICE TO MEET YOU
videos/38/19.mp4,38,WORRY,I AM WORRIED.
clips\27\36.MOV,27,EIGHT,EIGHT
clips\65\13.MOV,65,WOMAN,WOMAN
clips\35\4.MOV,35,JUNE,JUNE
clips\55\33.MOV,55,DAUGHTER,DAUGHTER
clips\24\24.MOV,24,FIVE,FIVE
clips\3\22.MOV,3,HELLO,HELLO
videos/26/1.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
videos/39/3.mp4,39,SHOCKED,I AM SHOCKED!
videos/42/35.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\85\51.MOV,85,BREAD,BREAD
videos/19/29.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\96\11.MOV,96,COLD,COLD
clips\86\30.MOV,86,EGG,EGG
clips\91\36.MOV,91,RICE,RICE
clips\19\27.MOV,19,FAST,FAST
clips\74\4.MOV,74,RED,RED
clips\76\47.MOV,76,BLACK,BLACK
clips\64\35.MOV,64,MAN,MAN
videos/11/32.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\93\2.MOV,93,SHRIMP,SHRIMP
clips\55\27.MOV,55,DAUGHTER,DAUGHTER
clips\99\34.MOV,99,COFFEE,COFFEE
videos/28/14.mp4,28,MUCH TIRED,I AM SO TIRED.
videos/14/23.mp4,14,GOOD MORNING,GOOD MORNING!
clips\45\25.MOV,45,THURSDAY,THURSDAY
videos/4/27.mp4,4,YOU HOW,HOW ARE YOU?
videos/31/9.mp4,31,HATE,I HATE YOU!
videos/17/12.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
videos/23/27.mp4,23,TIRED,I AM TIRED.
clips\29\16.MOV,29,TEN,TEN
clips\19\5.MOV,19,FAST,FAST
clips\89\1.MOV,89,CHICKEN,CHICKEN
clips\73\46.MOV,73,GREEN,GREEN
clips\43\4.MOV,43,TUESDAY,TUESDAY
clips\85\29.MOV,85,BREAD,BREAD
videos/40/13.mp4,40,GHOST,I SAW A GHOST.
clips\58\21.MOV,58,UNCLE,UNCLE
videos/21/21.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\91\18.MOV,91,RICE,RICE
videos/16/1.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
videos/3/2.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
videos/32/9.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
videos/13/26.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\51\38.MOV,51,YESTERDAY,YESTERDAY
videos/25/31.mp4,25,HARD,THIS IS HARD.
clips\28\25.MOV,28,NINE,NINE
clips\70\22.MOV,70,DEAF BLIND,DEAF BLIND
clips\89\36.MOV,89,CHICKEN,CHICKEN
clips\35\14.MOV,35,JUNE,JUNE
clips\103\39.MOV,103,SUGAR,SUGAR
videos/29/33.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
clips\43\40.MOV,43,TUESDAY,TUESDAY
clips\53\50.MOV,53,MOTHER,MOTHER
videos/43/20.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\24\12.MOV,24,FIVE,FIVE
videos/27/7.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
videos/46/23.mp4,46,SORRY,I AM SORRY.
clips\12\48.MOV,12,KNOW,KNOW
clips\10\30.MOV,10,UNDERSTAND,UNDERSTAND
clips\15\51.MOV,15,YES,YES
clips\23\0.MOV,23,FOUR,FOUR
clips\14\11.MOV,14,NO,NO
clips\58\43.MOV,58,UNCLE,UNCLE
clips\20\24.MOV,20,ONE,ONE
clips\77\40.MOV,77,WHITE,WHITE
clips\55\43.MOV,55,DAUGHTER,DAUGHTER
videos/42/12.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
videos/28/34.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\72\31.MOV,72,BLUE,BLUE
clips\31\12.MOV,31,FEBRUARY,FEBRUARY
videos/28/12.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\2\39.MOV,2,GOOD EVENING,GOOD EVENING
clips\56\0.MOV,56,GRANDFATHER,GRANDFATHER
videos/26/19.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\20\14.MOV,20,ONE,ONE
clips\74\0.MOV,74,RED,RED
clips\34\7.MOV,34,MAY,MAY
clips\66\35.MOV,66,DEAF,DEAF
clips\75\0.MOV,75,BROWN,BROWN
videos/44/35.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\82\11.MOV,82,VIOLET,VIOLET
clips\1\42.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\97\30.MOV,97,JUICE,JUICE
clips\81\44.MOV,81,PINK,PINK
clips\17\41.MOV,17,CORRECT,CORRECT
clips\67\10.MOV,67,H H,HARD OF HEARING
clips\4\15.MOV,4,YOU HOW,HOW ARE YOU
videos/11/5.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
videos/44/9.mp4,44,PROUD YOU,I AM PROUD OF YOU!
videos/9/11.mp4,9,FINE,I AM FINE.
videos/44/14.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\63\10.MOV,63,GIRL,GIRL
videos/26/36.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
videos/42/28.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
videos/19/22.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\100\32.MOV,100,TEA,TEA
videos/19/24.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\97\10.MOV,97,JUICE,JUICE
clips\88\6.MOV,88,MEAT,MEAT
videos/9/18.mp4,9,FINE,I AM FINE.
videos/15/26.mp4,15,GOOD NOON,GOOD NOON!
clips\104\22.MOV,104,SUGAR NONE,NO SUGAR
clips\1\5.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\78\32.MOV,78,YELLOW,YELLOW
videos/39/27.mp4,39,SHOCKED,I AM SHOCKED!
clips\34\45.MOV,34,MAY,MAY
clips\64\2.MOV,64,MAN,MAN
clips\25\6.MOV,25,SIX,SIX
clips\47\11.MOV,47,SATURDAY,SATURDAY
clips\94\41.MOV,94,CRAB,CRAB
videos/46/12.mp4,46,SORRY,I AM SORRY.
clips\38\17.MOV,38,SEPTEMBER,SEPTEMBER
clips\55\32.MOV,55,DAUGHTER,DAUGHTER
clips\75\26.MOV,75,BROWN,BROWN
clips\62\30.MOV,62,BOY,BOY
clips\1\49.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\21\40.MOV,21,TWO,TWO
videos/17/15.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\31\5.MOV,31,FEBRUARY,FEBRUARY
clips\42\8.MOV,42,MONDAY,MONDAY
clips\103\12.MOV,103,SUGAR,SUGAR
clips\37\41.MOV,37,AUGUST,AUGUST
clips\44\36.MOV,44,WEDNESDAY,WEDNESDAY
clips\10\10.MOV,10,UNDERSTAND,UNDERSTAND
videos/28/0.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\84\4.MOV,84,DARK,DARK
videos/24/32.mp4,24,SLOW,YOU ARE SLOW.
clips\49\51.MOV,49,TODAY,TODAY
videos/48/28.mp4,48,ALONE,I AM ALONE.
clips\18\17.MOV,18,SLOW,SLOW
clips\104\3.MOV,104,SUGAR NONE,NO SUGAR
clips\76\35.MOV,76,BLACK,BLACK
clips\74\12.MOV,74,RED,RED
clips\89\34.MOV,89,CHICKEN,CHICKEN
clips\76\10.MOV,76,BLACK,BLACK
clips\49\42.MOV,49,TODAY,TODAY
clips\33\15.MOV,33,APRIL,APRIL
clips\22\22.MOV,22,THREE,THREE
videos/42/0.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\41\52.MOV,41,DECEMBER,DECEMBER
videos/46/22.mp4,46,SORRY,I AM SORRY.
clips\58\22.MOV,58,UNCLE,UNCLE
clips\44\34.MOV,44,WEDNESDAY,WEDNESDAY
clips\78\49.MOV,78,YELLOW,YELLOW
clips\52\17.MOV,52,FATHER,FATHER
videos/21/9.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\9\46.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
videos/28/28.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\58\49.MOV,58,UNCLE,UNCLE
videos/2/30.mp4,2,YOU SICK,YOU ARE SICK.
clips\101\0.MOV,101,BEER,BEER
clips\82\2.MOV,82,VIOLET,VIOLET
clips\102\47.MOV,102,WINE,WINE
clips\52\51.MOV,52,FATHER,FATHER
clips\38\16.MOV,38,SEPTEMBER,SEPTEMBER
videos/44/24.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\16\49.MOV,16,WRONG,WRONG
videos/29/11.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
clips\46\16.MOV,46,FRIDAY,FRIDAY
videos/48/11.mp4,48,ALONE,I AM ALONE.
clips\15\4.MOV,15,YES,YES
videos/38/32.mp4,38,WORRY,I AM WORRIED.
clips\3\39.MOV,3,HELLO,HELLO
videos/16/5.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\50\45.MOV,50,TOMORROW,TOMORROW
clips\103\31.MOV,103,SUGAR,SUGAR
clips\93\11.MOV,93,SHRIMP,SHRIMP
videos/3/23.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
clips\83\45.MOV,83,LIGHT,LIGHT
clips\2\11.MOV,2,GOOD EVENING,GOOD EVENING
videos/9/31.mp4,9,FINE,I AM FINE.
clips\77\0.MOV,77,WHITE,WHITE
clips\56\19.MOV,56,GRANDFATHER,GRANDFATHER
clips\97\22.MOV,97,JUICE,JUICE
clips\8\47.MOV,8,WELCOME,YOU ARE WELCOME
videos/21/2.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\68\24.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
videos/11/17.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\55\11.MOV,55,DAUGHTER,DAUGHTER
clips\31\30.MOV,31,FEBRUARY,FEBRUARY
clips\16\2.MOV,16,WRONG,WRONG
videos/32/34.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\97\4.MOV,97,JUICE,JUICE
videos/50/28.mp4,50,FAIL EXAM,I FAILED THE EXAM.
videos/38/31.mp4,38,WORRY,I AM WORRIED.
clips\15\27.MOV,15,YES,YES
clips\38\1.MOV,38,SEPTEMBER,SEPTEMBER
clips\15\30.MOV,15,YES,YES
clips\29\5.MOV,29,TEN,TEN
videos/48/4.mp4,48,ALONE,I AM ALONE.
clips\99\26.MOV,99,COFFEE,COFFEE
videos/19/18.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
videos/50/3.mp4,50,FAIL EXAM,I FAILED THE EXAM.
clips\80\10.MOV,80,GRAY,GRAY
clips\58\51.MOV,58,UNCLE,UNCLE
videos/31/26.mp4,31,HATE,I HATE YOU!
videos/17/19.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\0\39.MOV,0,GOOD MORNING,GOOD MORNING
clips\96\4.MOV,96,COLD,COLD
clips\35\38.MOV,35,JUNE,JUNE
clips\97\47.MOV,97,JUICE,JUICE
videos/23/5.mp4,23,TIRED,I AM TIRED.
clips\60\2.MOV,60,COUSIN,COUSIN
clips\40\40.MOV,40,NOVEMBER,NOVEMBER
videos/23/12.mp4,23,TIRED,I AM TIRED.
clips\50\38.MOV,50,TOMORROW,TOMORROW
clips\32\11.MOV,32,MARCH,MARCH
clips\103\50.MOV,103,SUGAR,SUGAR
videos/10/17.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
clips\35\26.MOV,35,JUNE,JUNE
clips\63\33.MOV,63,GIRL,GIRL
clips\89\42.MOV,89,CHICKEN,CHICKEN
clips\26\19.MOV,26,SEVEN,SEVEN
clips\8\13.MOV,8,WELCOME,YOU ARE WELCOME
videos/5/16.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\104\41.MOV,104,SUGAR NONE,NO SUGAR
clips\1\32.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\57\45.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\75\3.MOV,75,BROWN,BROWN
clips\19\3.MOV,19,FAST,FAST
videos/47/1.mp4,47,DOG DIE,MY DOG DIED.
clips\50\19.MOV,50,TOMORROW,TOMORROW
clips\74\1.MOV,74,RED,RED
videos/1/26.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\61\15.MOV,61,PARENTS,PARENTS
clips\37\42.MOV,37,AUGUST,AUGUST
clips\86\37.MOV,86,EGG,EGG
clips\48\43.MOV,48,SUNDAY,SUNDAY
clips\81\50.MOV,81,PINK,PINK
clips\79\3.MOV,79,ORANGE,ORANGE
videos/41/27.mp4,41,THANK YOU,THANK YOU.
clips\91\43.MOV,91,RICE,RICE
videos/36/21.mp4,36,SCARED,I AM SCARED.
clips\56\24.MOV,56,GRANDFATHER,GRANDFATHER
clips\95\35.MOV,95,HOT,HOT
clips\62\4.MOV,62,BOY,BOY
clips\53\51.MOV,53,MOTHER,MOTHER
clips\17\39.MOV,17,CORRECT,CORRECT
clips\45\4.MOV,45,THURSDAY,THURSDAY
clips\100\26.MOV,100,TEA,TEA
clips\59\43.MOV,59,AUNTIE,AUNTIE
clips\37\18.MOV,37,AUGUST,AUGUST
clips\5\10.MOV,5,FINE,I AM FINE
clips\51\3.MOV,51,YESTERDAY,YESTERDAY
videos/15/29.mp4,15,GOOD NOON,GOOD NOON!
videos/46/4.mp4,46,SORRY,I AM SORRY.
clips\102\16.MOV,102,WINE,WINE
clips\48\12.MOV,48,SUNDAY,SUNDAY
clips\8\20.MOV,8,WELCOME,YOU ARE WELCOME
clips\14\10.MOV,14,NO,NO
clips\11\3.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
videos/42/31.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\36\12.MOV,36,JULY,JULY
clips\35\46.MOV,35,JUNE,JUNE
clips\92\15.MOV,92,LONGANISA,LONGANISA
clips\25\51.MOV,25,SIX,SIX
clips\56\12.MOV,56,GRANDFATHER,GRANDFATHER
videos/49/24.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\87\38.MOV,87,FISH,FISH
videos/11/28.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
videos/47/2.mp4,47,DOG DIE,MY DOG DIED.
clips\76\26.MOV,76,BLACK,BLACK
clips\12\5.MOV,12,KNOW,KNOW
videos/44/3.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\81\22.MOV,81,PINK,PINK
videos/31/13.mp4,31,HATE,I HATE YOU!
clips\71\2.MOV,71,MARRIED,MARRIED
clips\63\7.MOV,63,GIRL,GIRL
clips\59\37.MOV,59,AUNTIE,AUNTIE
clips\88\31.MOV,88,MEAT,MEAT
clips\9\34.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\101\27.MOV,101,BEER,BEER
clips\23\14.MOV,23,FOUR,FOUR
clips\57\42.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\56\5.MOV,56,GRANDFATHER,GRANDFATHER
clips\85\47.MOV,85,BREAD,BREAD
clips\47\22.MOV,47,SATURDAY,SATURDAY
videos/32/22.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\47\41.MOV,47,SATURDAY,SATURDAY
clips\54\36.MOV,54,SON,SON
clips\53\22.MOV,53,MOTHER,MOTHER
clips\26\42.MOV,26,SEVEN,SEVEN
clips\67\38.MOV,67,H H,HARD OF HEARING
clips\12\19.MOV,12,KNOW,KNOW
clips\104\40.MOV,104,SUGAR NONE,NO SUGAR
videos/27/35.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
clips\53\26.MOV,53,MOTHER,MOTHER
videos/36/32.mp4,36,SCARED,I AM SCARED.
videos/13/5.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\92\0.MOV,92,LONGANISA,LONGANISA
clips\7\36.MOV,7,THANK YOU,THANK YOU
clips\6\36.MOV,6,NICE MEET,NICE TO MEET YOU
clips\93\50.MOV,93,SHRIMP,SHRIMP
clips\63\43.MOV,63,GIRL,GIRL
clips\68\15.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\33\25.MOV,33,APRIL,APRIL
clips\101\32.MOV,101,BEER,BEER
clips\53\31.MOV,53,MOTHER,MOTHER
clips\18\36.MOV,18,SLOW,SLOW
clips\10\18.MOV,10,UNDERSTAND,UNDERSTAND
videos/22/2.mp4,22,LIKE YOU,I LIKE YOU.
clips\62\21.MOV,62,BOY,BOY
clips\88\20.MOV,88,MEAT,MEAT
videos/7/20.mp4,7,YOU SICK,YOU ARE SICK!
videos/23/17.mp4,23,TIRED,I AM TIRED.
clips\93\16.MOV,93,SHRIMP,SHRIMP
clips\5\44.MOV,5,FINE,I AM FINE
clips\77\15.MOV,77,WHITE,WHITE
clips\45\5.MOV,45,THURSDAY,THURSDAY
videos/22/6.mp4,22,LIKE YOU,I LIKE YOU.
videos/20/33.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\83\39.MOV,83,LIGHT,LIGHT
clips\51\39.MOV,51,YESTERDAY,YESTERDAY
clips\1\8.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\37\48.MOV,37,AUGUST,AUGUST
clips\42\43.MOV,42,MONDAY,MONDAY
clips\101\21.MOV,101,BEER,BEER
clips\1\12.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\93\7.MOV,93,SHRIMP,SHRIMP
clips\64\11.MOV,64,MAN,MAN
clips\75\39.MOV,75,BROWN,BROWN
clips\43\50.MOV,43,TUESDAY,TUESDAY
videos/22/5.mp4,22,LIKE YOU,I LIKE YOU.
clips\71\22.MOV,71,MARRIED,MARRIED
videos/36/30.mp4,36,SCARED,I AM SCARED.
videos/25/27.mp4,25,HARD,THIS IS HARD.
clips\44\48.MOV,44,WEDNESDAY,WEDNESDAY
clips\98\35.MOV,98,MILK,MILK
clips\81\4.MOV,81,PINK,PINK
videos/49/13.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\55\21.MOV,55,DAUGHTER,DAUGHTER
clips\49\9.MOV,49,TODAY,TODAY
videos/41/16.mp4,41,THANK YOU,THANK YOU.
clips\73\27.MOV,73,GREEN,GREEN
clips\87\24.MOV,87,FISH,FISH
clips\15\3.MOV,15,YES,YES
clips\83\42.MOV,83,LIGHT,LIGHT
videos/20/26.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\43\23.MOV,43,TUESDAY,TUESDAY
videos/48/13.mp4,48,ALONE,I AM ALONE.
clips\7\27.MOV,7,THANK YOU,THANK YOU
videos/4/22.mp4,4,YOU HOW,HOW ARE YOU?
clips\84\39.MOV,84,DARK,DARK
clips\17\46.MOV,17,CORRECT,CORRECT
videos/24/36.mp4,24,SLOW,YOU ARE SLOW.
clips\100\25.MOV,100,TEA,TEA
clips\5\8.MOV,5,FINE,I AM FINE
clips\27\50.MOV,27,EIGHT,EIGHT
clips\62\42.MOV,62,BOY,BOY
clips\32\12.MOV,32,MARCH,MARCH
clips\80\35.MOV,80,GRAY,GRAY
clips\62\49.MOV,62,BOY,BOY
clips\45\8.MOV,45,THURSDAY,THURSDAY
clips\45\0.MOV,45,THURSDAY,THURSDAY
clips\56\8.MOV,56,GRANDFATHER,GRANDFATHER
clips\27\42.MOV,27,EIGHT,EIGHT
clips\55\0.MOV,55,DAUGHTER,DAUGHTER
clips\23\8.MOV,23,FOUR,FOUR
clips\96\33.MOV,96,COLD,COLD
videos/15/1.mp4,15,GOOD NOON,GOOD NOON!
clips\16\21.MOV,16,WRONG,WRONG
clips\93\33.MOV,93,SHRIMP,SHRIMP
videos/37/5.mp4,37,NERVOUS,I AM NERVOUS.
clips\72\17.MOV,72,BLUE,BLUE
videos/11/9.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\69\34.MOV,69,BLIND,BLIND
clips\99\12.MOV,99,COFFEE,COFFEE
clips\97\23.MOV,97,JUICE,JUICE
videos/36/22.mp4,36,SCARED,I AM SCARED.
clips\71\43.MOV,71,MARRIED,MARRIED
videos/19/9.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\30\29.MOV,30,JANUARY,JANUARY
videos/24/9.mp4,24,SLOW,YOU ARE SLOW.
clips\13\40.MOV,13,NOT KNOW,DO NOT KNOW
clips\83\22.MOV,83,LIGHT,LIGHT
clips\67\28.MOV,67,H H,HARD OF HEARING
clips\25\23.MOV,25,SIX,SIX
videos/49/27.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\91\3.MOV,91,RICE,RICE
clips\10\14.MOV,10,UNDERSTAND,UNDERSTAND
clips\74\26.MOV,74,RED,RED
clips\87\40.MOV,87,FISH,FISH
clips\5\38.MOV,5,FINE,I AM FINE
clips\47\35.MOV,47,SATURDAY,SATURDAY
videos/11/23.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\69\8.MOV,69,BLIND,BLIND
clips\62\15.MOV,62,BOY,BOY
videos/45/2.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
clips\95\26.MOV,95,HOT,HOT
clips\104\7.MOV,104,SUGAR NONE,NO SUGAR
clips\60\42.MOV,60,COUSIN,COUSIN
clips\33\31.MOV,33,APRIL,APRIL
videos/1/35.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\14\3.MOV,14,NO,NO
clips\15\14.MOV,15,YES,YES
clips\15\5.MOV,15,YES,YES
clips\90\2.MOV,90,SPAGHETTI,SPAGHETTI
clips\71\21.MOV,71,MARRIED,MARRIED
videos/17/13.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\64\41.MOV,64,MAN,MAN
clips\97\45.MOV,97,JUICE,JUICE
clips\32\6.MOV,32,MARCH,MARCH
clips\14\30.MOV,14,NO,NO
videos/26/6.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\92\14.MOV,92,LONGANISA,LONGANISA
clips\1\30.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\15\48.MOV,15,YES,YES
clips\30\15.MOV,30,JANUARY,JANUARY
clips\58\35.MOV,58,UNCLE,UNCLE
clips\61\34.MOV,61,PARENTS,PARENTS
clips\30\10.MOV,30,JANUARY,JANUARY
clips\98\30.MOV,98,MILK,MILK
videos/19/3.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\9\37.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
videos/44/34.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\0\49.MOV,0,GOOD MORNING,GOOD MORNING
clips\22\35.MOV,22,THREE,THREE
clips\69\23.MOV,69,BLIND,BLIND
videos/37/25.mp4,37,NERVOUS,I AM NERVOUS.
videos/40/34.mp4,40,GHOST,I SAW A GHOST.
clips\64\19.MOV,64,MAN,MAN
clips\78\16.MOV,78,YELLOW,YELLOW
clips\9\1.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\28\35.MOV,28,NINE,NINE
videos/42/15.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\98\28.MOV,98,MILK,MILK
clips\35\45.MOV,35,JUNE,JUNE
clips\83\11.MOV,83,LIGHT,LIGHT
clips\99\44.MOV,99,COFFEE,COFFEE
videos/7/25.mp4,7,YOU SICK,YOU ARE SICK!
clips\29\29.MOV,29,TEN,TEN
clips\41\3.MOV,41,DECEMBER,DECEMBER
clips\17\47.MOV,17,CORRECT,CORRECT
clips\36\28.MOV,36,JULY,JULY
clips\69\44.MOV,69,BLIND,BLIND
clips\91\34.MOV,91,RICE,RICE
videos/25/14.mp4,25,HARD,THIS IS HARD.
videos/2/34.mp4,2,YOU SICK,YOU ARE SICK.
videos/17/18.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
videos/23/18.mp4,23,TIRED,I AM TIRED.
clips\0\35.MOV,0,GOOD MORNING,GOOD MORNING
clips\56\44.MOV,56,GRANDFATHER,GRANDFATHER
clips\56\11.MOV,56,GRANDFATHER,GRANDFATHER
clips\29\15.MOV,29,TEN,TEN
clips\56\13.MOV,56,GRANDFATHER,GRANDFATHER
clips\73\22.MOV,73,GREEN,GREEN
videos/15/13.mp4,15,GOOD NOON,GOOD NOON!
clips\16\43.MOV,16,WRONG,WRONG
videos/30/13.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\98\17.MOV,98,MILK,MILK
clips\86\6.MOV,86,EGG,EGG
clips\55\1.MOV,55,DAUGHTER,DAUGHTER
clips\82\51.MOV,82,VIOLET,VIOLET
videos/20/25.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\66\25.MOV,66,DEAF,DEAF
videos/15/3.mp4,15,GOOD NOON,GOOD NOON!
videos/43/31.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\50\8.MOV,50,TOMORROW,TOMORROW
clips\17\49.MOV,17,CORRECT,CORRECT
clips\22\19.MOV,22,THREE,THREE
videos/24/2.mp4,24,SLOW,YOU ARE SLOW.
clips\54\19.MOV,54,SON,SON
clips\41\20.MOV,41,DECEMBER,DECEMBER
clips\80\30.MOV,80,GRAY,GRAY
videos/2/11.mp4,2,YOU SICK,YOU ARE SICK.
clips\87\33.MOV,87,FISH,FISH
videos/49/20.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\27\52.MOV,27,EIGHT,EIGHT
clips\12\39.MOV,12,KNOW,KNOW
clips\102\10.MOV,102,WINE,WINE
clips\61\27.MOV,61,PARENTS,PARENTS
videos/40/6.mp4,40,GHOST,I SAW A GHOST.
clips\76\28.MOV,76,BLACK,BLACK
clips\62\20.MOV,62,BOY,BOY
videos/18/28.mp4,18,NOT TIRED,I AM NOT TIRED.
videos/31/2.mp4,31,HATE,I HATE YOU!
clips\74\35.MOV,74,RED,RED
clips\21\4.MOV,21,TWO,TWO
clips\29\19.MOV,29,TEN,TEN
clips\48\0.MOV,48,SUNDAY,SUNDAY
clips\87\32.MOV,87,FISH,FISH
